ID,Property Title,Description,City,Province,Postal Code,Number Of People,Number Of Pets,Bathroom Occupants,Price,Utilities Fees,Total,Available From,Status,Property Type,Property Size,Space Type,Host Prefers,Facilities,Household Items,Occupants,Furnishing Level,Furnishings,Bed Type,Safety Features,Amenities,House Rules,Shared Spaces,Bathroom Type,City_clean
4207,"private bedroom, share accommodations",I am a senior that lives in a 2 bedroom 1 washroom apartment.  Renting out 1 bedroom.,Toronto,ON,M6M 2B6,,,1,800.0,0.0,864.0,,deleted,Apartment,,,,['Elevator'],"['Condiments', 'Dish Detergent', 'Toilet Paper']",,,"['Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",,"['Fire Extinguisher', 'Smoke Detector']","['Stove and oven', 'Fridge', 'Microwave', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Kitchenware', 'Blow dryer']","['Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Toronto
4208,"Cozy basement suite with bedroom, bathroom and kitchenette in the heart of the city","Looking for a peaceful and private space in the heart of the city? This charming basement suite is perfect for individuals seeking a cozy retreat with all the essentials.

Key Features:

Private Bedroom: Comfortable and well-lit, offering the perfect space for rest and relaxation.

Full Private Bathroom: Modern and clean with all the necessities.

Living Space: Cozy area for lounging and unwinding.

Kitchenette: Equipped with a fridge, microwave, and sink for light meal preparation.

Shared Entrance: Enjoy the convenience of a shared entrance while maintaining privacy in your living space.

Single Occupancy Only: Ideal for individuals seeking a peaceful environment.

Prime Location: In the heart of the city, with easy access to shops, restaurants, and public transit.

This suite is perfect for someone looking for a quiet, well-located space in a vibrant urban area.

Rent: $1450 per month, includes all utilities including a once per month professional cleaning service

Available: April 24 2025.

For more information or to schedule a viewing, please contact Rachel at 902-430-3529.

Don’t miss out on this cozy and private space in the heart of the city!",Halifax,NS,B3L 2Y3,,,1,1450.0,0.0,1450.0,,draft,House,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Tv', 'Window covering']",['No smoking'],,,Halifax
4209,Clean room share with senior,"2 Bedroom apartment, close to stores, library, Humber Trail, TTC outside door, 15 minutes to Eglinton OR Jane subways.  I bus to York University Steeles.
Shared accommodation with 1 person (landlord)",Toronto,ON,M6M 2E5,,,1,800.0,0.0,864.0,,listed,Apartment,,,,['Onsite management'],"['Pantry Items', 'Dish Detergent', 'Toilet Paper']",,,"['Desk', 'Hangers', 'Television', 'Closet', 'Lamp']",,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Stove and oven', 'Fridge', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Kitchenware', 'Iron', 'Blow dryer']","['Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Toronto
4210,furnished room/bath in beddington NW,"Condo - room is upstairs with bath, desk, lamp, dresser.  All amenities like utilities, laundry, cable, internet etc.  Parking on street or transit nearby.  Condo is 5 min to mall, restaurants, pub, medical office, lab, drugstore, health food store.  Huge deck with BBQ included.  No space for storage in garage or otherwise though.  contact marg at 403 922 0841 or call/text or email maggey@shaw.ca   Available now or a bit later.",Calgary,AB,T3K 3A5,,,1,695.0,0.0,751.0,,draft,Apartment,,,,,['Dish Detergent'],,,"['Bedding', 'Blankets', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Private entry', 'Kitchenware']","['No smoking', 'No alcohol', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Calgary
4211,Room on herring cove road,,Halifax,NS,B3R 1X3,,,1,850.0,0.0,850.0,,listed,Townhouse,,,,,,,,['Closet'],,['First aid kit'],"['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Window covering', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'No shoes inside', 'Keep spaces clean']",,,Halifax
4212,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
4213,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
4214,"Private two-bedroom apartment, dishwasher, washer/dryer, fully furnished","This 2 bedroom suite is completely private, fully furnished and on a very quiet street located within town limits. Walking distance to all amenities in 10 minutes. Suite was built  brand new in 2024. It can be rented individually or as 2 roommates. The listing rent of $2200 is meant to be split between 2 people with each roommate paying $1100 each.",Creston,BC,V0B 1G6,,,1,2200.0,0.0,2376.0,,listed,Apartment,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Television', 'Closet', 'Drawers']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Keep spaces clean']",,,Creston
4215,Beautiful bedroom in a shared house,"This is a bright sunny clean home.The upper level has 2 bedrooms, a large living room/dining room, a lovely kitchen and its own laundry.  The main floor will be shared with one other woman. There are 2 bathrooms on the main floor.
I, the home owner, live on the lower level and have my own kitchen, bathroom, and laundry..",Toronto,ON,M6E 4L8,,,1,1550.0,50.0,1600.0,,draft,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Towels', 'Pillows', 'Desk', 'Drawers', 'Lamp']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Window covering', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Toronto
4216,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
4217,"Clean bedroom with closet, bed, and view of the ocean","Bungalow style home, located rurally, close to the ocean. Renter would need a vehicle.",Antigonish,NS,B2G 2L1,,,1,800.0,0.0,800.0,,deleted,House,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet']",Double bed,['Smoke Detector'],"['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Kitchenware']",,,,Antigonish
4218,Double Room with Shared Bathroom in Langford,"Located near Boston Pizza in Langford, this large private bedroom comes with a double/full size bed, a desk, a TV, and shares bathroom with another room.
It is a shared living setting 

Rent: $900
Utilities: +$150 (Includes: Hot water, Heating, Hydro, WiFi)
EV charging: +$150 (Optional)

- NO PETS.
- Single occupancy. 
- Females preferred.",Victoria,BC,V9B 5W4,,,1,900.0,150.0,1050.0,,listed,House,,,,"['Gym', 'Swimming pool', 'Shared hot tub', 'Sauna', 'Common lounge', 'Storage locker', 'Onsite management']","['Condiments', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Swimming pool', 'Window covering', 'Fenced yard', 'Private entry', 'Blow dryer', 'Kitchenware', 'Iron']","['Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Victoria
4219,King Room with Shared Bathroom in Langford,"Located near Boston Pizza in Langford, this large private bedroom comes with a king size bed, a desk, a TV, and shares bathroom with another room.
It is a shared living setting

Rent: $1000
Utilities: +$150 (Includes: Hot water, Heating, Hydro, WiFi)
EV charging: +$150 (Optional)

- NO PETS.
- Single occupancy.
- Females preferred.",Victoria,BC,V9B 5W4,,,1,1000.0,150.0,1150.0,,listed,House,,,,"['Gym', 'Swimming pool', 'Shared hot tub', 'Sauna', 'Common lounge', 'Storage locker', 'Onsite management']",['Dish Detergent'],,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Swimming pool', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware', 'Iron']","['Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Victoria
4220,King Room with Private Bathroom in Langford,"Located near Boston Pizza in Langford, this large private bedroom comes with a king size bed, a desk, a TV, 3 closets, and a private ensuite bathroom.
It is a shared living setting

Rent: $1200
Utilities: +$150 (Includes: Hot water, Heating, Hydro, WiFi)
EV charging: +$150 (Optional)

- NO PETS.
- Single occupancy preferred. +$150/m if couple.
- Females preferred.",Victoria,BC,V9B 5W4,,,1,1200.0,150.0,1350.0,,listed,House,,,,"['Gym', 'Swimming pool', 'Shared hot tub', 'Sauna', 'Common lounge', 'Storage locker', 'Onsite management']",['Dish Detergent'],,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Swimming pool', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware', 'Iron']","['Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Victoria
4221,Double Room with Shared Bathroom in Langford,"Located near Boston Pizza in Langford, this private bedroom comes with a double/full size bed, a desk, a TV, a closet and shares bathroom with another room.
It is a shared living setting

Rent: $900
Utilities: +$150 (Includes: Hot water, Heating, Hydro, WiFi)
EV charging: +$150 (Optional)

- NO PETS.
- Single occupancy.
- Females preferred.",Victoria,BC,V9B 5W4,,,1,900.0,150.0,1050.0,,listed,House,,,,"['Gym', 'Swimming pool', 'Shared hot tub', 'Sauna', 'Common lounge', 'Storage locker', 'Onsite management']",['Dish Detergent'],,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Television', 'Closet', 'Drawers', 'Lamp']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Street parking', 'Stove and oven', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Swimming pool', 'Window covering', 'Fenced yard', 'Private entry', 'Blow dryer', 'Kitchenware', 'Iron']","['Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Victoria
4222,Room available immediately $1050,"My flatmate Jillian and I are looking for a new roommate. $1050 available immediately. DM or call me if you're interested  

LEASE TAKEOVER

Large room with walk-in closet and large windows for natural sunlight $1400 OR medium size bedroom for $1050 available in a 3-bedroom Victorian-style historic property. This unit is on the main level and has a back porch and sunroom. Plenty of extra storage room. Rent includes everything (heat, water, electricity, wifi, laundry, fully-equipped brand new/renovated kitchen, massive living room, furnished apartment).

The bedroom can come furnished or unfurnished - renters choice. (if furnished comes with a bed, chair and side table)

Perfect for students or young professionals. Across from VG Hospital and just steps away from the public gardens. Very central location. Available ASAP.

Parking is available for an additional $150/month

text/call to schedule a viewing at 613.805.8061

https://www.facebook.com/marketplace/item/497888036593727/",Halifax,NS,B3J 2K8,,,1,1050.0,0.0,1050.0,,draft,Apartment,,,,['Common lounge'],"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Hangers', 'Closet', 'Drawers']",Queen bed,"['Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Window covering', 'Kitchenware']","['Keep spaces clean', 'Notice on visitors']",,,Halifax
4223,"Private bedroom and Loft, seaside in Arisaig","Location is 200 ft from the water with ocean views from many windows including access to a massive deck and sunroom. Newly constructed home with a 640 SF loft containing a large furnished bedroom, large bathroom- shower, and open area ready to welcome an individual seeking accommodations for short- or long-term time periods.

The Loft offers relative privacy, magnificent ocean views and would be perfect for studying, writing, sketching or name your relaxing desire. There is a provided desk with lamp. The open area is ample space for you to bring: a large comfy sitting chair, side table and footstool.
Watch the boats come and go from the view of the working wharf. Watch Eagles land on the beach right from the Loft view, living room windows or deck side.

At your whim, there is access to wilderness & nature via a short walk to the Provincial Day Park. The Community Centre offers indoor/outdoor Pickleball Courts, Basketball, Shuffleboard and walking trails.
The Park is known for its fascinating geology and fossils; an interpretive kiosk examines highlights of the four million years of earth history found here. Pleasant 1.5 km walking trail through forest, and to shore access. Geocaching opportunities as well as snowshoeing and cross-country skiing.

14-minute drive to LBR Gas Bar, NSLC and Variety store as well as Your Place Eatery food truck. 
Steinhart Distillery is a 3-minute drive away and often hosts live music.  Knoydart Farm Cheese (Organic) is within 7 minutes.  

StFX campus is a 25-minute drive along Hwy 245.",Arisaig,NS,B2G 2L1,,,1,1200.0,0.0,1200.0,,listed,House,,,,,"['Pantry Items', 'Condiments']",,,"['Closet', 'Drawers']",Queen bed,"['Smoke Detector', 'Carbon Monoxide Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Arisaig
4224,Set of rooms with privacy,Historic home. Pets at location.,Brooklyn,NS,B0N 2A0,,,1,650.0,0.0,650.0,,deleted,House,,,,['Onsite management'],"['Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Pillows', 'Hangers', 'Closet', 'Fridge']",Double bed,"['Fire Extinguisher', 'Smoke Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Washer', 'Dryer', 'wifi', 'Kitchenware']","['No smoking', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Brooklyn
